form,rtol,a1,a2,omega1,omega2,phi,N,square,chi,gamma,triangle,alpha,tilde,star,beta,rho,epsilon,delta
DS-p,1e-11,35.0,35.0,8.3,16.6,0.0,51,(-0.00592880306982474-1.2550491810173656e-10j),(-0.0027693732479709744-4.034681108752042e-11j),(0.37440851009839093-6.810091213125207e-11j),(-0.009128129420500128-5.594318964867298e-10j),(0.011447340535840152-1.6944971888979268e-10j),(-0.17657758613371047+6.145165302486481e-11j),(-0.005188895517593762-2.8322143789604604e-10j),(-0.029714253136630023-2.2144536416310653e-10j),(-0.1547487521884066+2.0091737842417712e-10j),(-0.07474650845284021+1.3525457998548074e-10j),(0.023862921422881607-3.071214238195633e-11j)
DS-p,1e-11,35.0,35.0,8.4,16.8,0.0,51,(-0.009785078687370321-9.883674666221845e-11j),(-0.005889228050433898-3.885380604377039e-11j),(0.38129720152783614-7.400519226851755e-11j),(-0.009274875945320412-5.200999365098472e-10j),(0.014427633234289562-1.5952403374614744e-10j),(-0.16158351822838107+6.402285524264858e-11j),(-0.007173697269083585-2.9056647612478094e-10j),(-0.0315989641700537-2.1067521422038393e-10j),(-0.16901225124422872+2.1425819229540246e-10j),(-0.07396258371724859+1.393233029257862e-10j),(0.025731877207744246-3.411849320644246e-11j)
DS-p,1e-11,35.0,35.0,8.5,17.0,0.0,51,(-0.013542893214412143-9.997841265107014e-11j),(-0.009004776186266482-3.858965649673207e-11j),(0.3871418690307014-8.078132875525864e-11j),(-0.009610360785402769-4.888480188412426e-10j),(0.01743528251154667-1.5579723453414784e-10j),(-0.14687563854803537+6.684692119071224e-11j),(-0.009087686214144438-2.8071122383101273e-10j),(-0.03342009681252159-2.0703300555975628e-10j),(-0.18299640428366756+2.0284975019603214e-10j),(-0.07316874755881357+1.383168184488899e-10j),(0.02750963763931922-3.545353634243647e-11j)
DS-p,1e-11,35.0,35.0,8.6,17.2,0.0,51,(-0.01719610645319197-7.907581687958417e-11j),(-0.012086124534233692-3.748281490135868e-11j),(0.39198649517606204-8.72790928276077e-11j),(-0.010120625426966696-4.414795923833435e-10j),(0.02045507296136511-1.545977518274308e-10j),(-0.13250720824619847+7.050696777488851e-11j),(-0.010930631677027725-2.518731330047767e-10j),(-0.03519304762318473-2.0809223940543325e-10j),(-0.19670193740664013+1.9002724033733475e-10j),(-0.07236733243693504+1.5173129027777297e-10j),(0.02919791406541177-3.441731304041656e-11j)
DS-p,1e-11,35.0,35.0,8.7,17.4,0.0,51,(-0.020739857846511788-8.00679478738187e-11j),(-0.015106757671797259-3.672430077011546e-11j),(0.3958754560325577-9.268870927624152e-11j),(-0.010790115540755388-4.1464582624441504e-10j),(0.023472133500886616-1.558114785123746e-10j),(-0.11852417582311206+7.121677836444376e-11j),(-0.012702648188643988-2.2102059525439515e-10j),(-0.03693067055176639-2.1123614151688348e-10j),(-0.21013046487840611+1.9565472161297387e-10j),(-0.07156045226191624+1.4224807502449174e-10j),(0.030798696320212045-3.2604758785146715e-11j)
DS-p,1e-11,35.0,35.0,8.8,17.6,0.0,51,(-0.024170422725038658-8.148561560085507e-11j),(-0.018043453041502837-3.601452583418384e-11j),(0.3988531858212381-9.893922761450681e-11j),(-0.011602206445044212-3.9605307106326785e-10j),(0.02647202937526557-1.58083167401752e-10j),(-0.10496572078231046+6.977296478414216e-11j),(-0.014404153379405628-1.8958411832860974e-10j),(-0.03864337533933394-2.2096775727817645e-10j),(-0.22328437270316734+1.904022734184089e-10j),(-0.07075001325304009+1.6332289941680024e-10j),(0.032314197810438317-3.0589697735981715e-11j)
DS-p,1e-11,35.0,35.0,8.9,17.8,0.0,51,(-0.02748508177101292-7.756381368957863e-11j),(-0.020876152842510685-3.48949527463179e-11j),(0.4009638894465484-1.0230047611539308e-10j),(-0.012539658035450936-3.579046449090361e-10j),(0.02944085384525971-1.5931441460387327e-10j),(-0.09186478578965064+6.634722671334461e-11j),(-0.01603582915445034-1.6216347966021075e-10j),(-0.04033927564221504-2.2962766156370268e-10j),(-0.2361667086909559+1.9266377081429578e-10j),(-0.06993772585047117+1.5365851341919888e-10j),(0.03374680660767533-2.865925807865832e-11j)
DS-p,1e-11,35.0,35.0,9.0,18.0,0.0,51,(-0.03068200262881395-7.864467252854285e-11j),(-0.023587803966693077-3.3506201660055484e-11j),(0.4022512972081537-1.1058897658003726e-10j),(-0.013585002687072344-3.436876568920341e-10j),(0.03236531525458604-1.5951399068694265e-10j),(-0.07924859304353042+6.169273960707609e-11j),(-0.01759858596307995-1.3512752854341165e-10j),(-0.04202437153254407-2.333032182263987e-10j),(-0.24878107984934744+1.8599426030616831e-10j),(-0.06912511720004595+1.5624847271058558e-10j),(0.03509904231601532-2.6462115901044643e-11j)
DS-p,1e-11,35.0,35.0,9.1,18.2,0.0,51,(-0.033760132678129585-8.187293383826353e-11j),(-0.026164175521873504-3.257870217281311e-11j),(0.4027584572057041-1.1878754749168212e-10j),(-0.014720870637554962-3.198540697883624e-10j),(0.03523281637460595-1.5992042871721614e-10j),(-0.06713914126457615+5.4707036346474086e-11j),(-0.019093530051131433-1.1394400744289813e-10j),(-0.04370275353732351-2.4291055072041947e-10j),(-0.261131557953984+1.84513922027604e-10j),(-0.06831354410967924+1.7021408134433169e-10j),(0.03637351837404689-2.5231209403928423e-11j)
DS-p,1e-11,35.0,35.0,9.2,18.4,0.0,51,(-0.036719102035630405-7.782448418240581e-11j),(-0.02859366182456378-3.1533328394696643e-11j),(0.4025275611040292-1.1952868730225004e-10j),(-0.015930257928418554-2.8587946645455703e-10j),(0.038031523725131806-1.593197603675067e-10j),(-0.055553680901895754+4.66346229805802e-11j),(-0.02052193355034143-9.538856191252241e-11j),(-0.04537681785371149-2.4753804028189686e-10j),(-0.2732225934963634+1.796841003845383e-10j),(-0.06750420597847354+1.787820723503556e-10j),(0.03757290946245652-2.4379868185595666e-11j)
DS-p,1e-11,35.0,35.0,9.3,18.6,0.0,51,(-0.03955913588464131-8.097328840855283e-11j),(-0.03086707736209678-3.0531021273147367e-11j),(0.40159979971755183-1.245014972625582e-10j),(-0.01719674240804916-2.658838544078222e-10j),(0.0407504253953998-1.5903867151884e-10j),(-0.04450516574326197+4.057732672542521e-11j),(-0.021885207248349935-7.897386849056886e-11j),(-0.047047484400535855-2.48130519459953e-10j),(-0.28505893806703336+1.7557134210732442e-10j),(-0.06669815775995819+1.6759524666353366e-10j),(0.038699923523836686-2.4130104412660843e-11j)
DS-p,1e-11,35.0,35.0,9.4,18.8,0.0,51,(-0.04228097536682628-8.409849423851485e-11j),(-0.03297744896466169-2.983481878626438e-11j),(0.40001524514330267-1.2889820110099824e-10j),(-0.018504653262314236-2.3409704508425265e-10j),(0.04337937664438631-1.588054083996707e-10j),(-0.03400267979473592+3.617246580196475e-11j),(-0.02318487591449201-6.460764261296562e-11j),(-0.04871441128950928-2.491100848682804e-10j),(-0.2966455751403602+1.7602951977047257e-10j),(-0.06589632251185146+1.665887930177549e-10j),(0.039757278063968775-2.367642373853571e-11j)
DS-p,1e-11,35.0,35.0,9.5,19.0,0.0,51,(-0.04488580628465787-8.58747015140205e-11j),(-0.03491980938475908-2.943223810183739e-11j),(0.39781275646305886-1.338047142865977e-10j),(-0.019839199538401277-2.1666345830751757e-10j),(0.04590913301206458-1.5800807726389484e-10j),(-0.024051838670522203+3.134484465896382e-11j),(-0.024422556058562597-4.9839484374536724e-11j),(-0.0503762008993692-2.464086370229879e-10j),(-0.3079876589513222+1.6935996857534315e-10j),(-0.06509950357477529+1.6637899023047816e-10j),(0.04074768026339454-2.3649446777402254e-11j)
DS-p,1e-11,35.0,35.0,9.6,19.2,0.0,51,(-0.04737519492291657-8.501750917199401e-11j),(-0.03669099555451218-2.9173181101978344e-11j),(0.39502990643243374-1.349100743163476e-10j),(-0.021186562866437-1.854997512778499e-10j),(0.048331371217130936-1.5653962577679732e-10j),(-0.014655165320206819+2.882159911382888e-11j),(-0.02559993592435862-3.930984243208234e-11j),(-0.05203059392339064-2.413317857972496e-10j),(-0.31909046082400067+1.6567631223086668e-10j),(-0.06430839610876826+1.6701340870562702e-10j),(0.041673810488500856-2.4066287442091043e-11j)
DS-p,1e-11,35.0,35.0,9.7,19.4,0.0,51,(-0.04975103042341143-8.535070074629296e-11j),(-0.03828945403148461-2.9068759449679295e-11j),(0.39170292676679475-1.4012769688621696e-10j),(-0.022533959321803732-1.6185982722184372e-10j),(0.05063869840556993-1.5589115347622603e-10j),(-0.005812440070120212+2.5715520246185373e-11j),(-0.026718757647838598-2.7432153463036286e-11j),(-0.05367464914414807-2.337661650889401e-10j),(-0.32995932285919677+1.6012973585132922e-10j),(-0.06352359801017747+1.5035608277692656e-10j),(0.04253830883119704-2.452143469884615e-11j)
DS-p,1e-11,35.0,35.0,9.8,19.6,0.0,51,(-0.052015473102105-8.453210197643973e-11j),(-0.039715055481366765-2.9092245867690352e-11j),(0.3878666698247212-1.4399978875766635e-10j),(-0.02386967498831779-1.4220552027204494e-10j),(0.05282465063091792-1.5594504649961547e-10j),(0.0024789745815011824+2.6026395411269495e-11j),(-0.027780801379618577-1.845678234427154e-11j),(-0.055304907305222015-2.2620537076418558e-10j),(-0.34059961805679945+1.5481496453886945e-10j),(-0.06274562012501865+1.569663884535556e-10j),(0.0433437642671636-2.4642694793475038e-11j)
DS-p,1e-11,35.0,35.0,9.9,19.8,0.0,51,(-0.05417090822909959-8.968135137657799e-11j),(-0.04096891950431322-2.9277947463648626e-11j),(0.383554584745597-1.474630506950018e-10j),(-0.025183079436859206-1.2101267284883454e-10j),(0.0548836815670846-1.5663748608446948e-10j),(0.010223833921408782+2.5203758794726477e-11j),(-0.02878787127078533-9.767805902449236e-12j),(-0.05691753849311818-2.1913518955090041e-10j),(-0.3510167165398868+1.5307865100901584e-10j),(-0.061974895717392675+1.4128756654131272e-10j),(0.04409270612038606-2.521348375922495e-11j)
DS-p,1e-11,35.0,35.0,10.0,20.0,0.0,51,(-0.056219904768788936-9.072940471489493e-11j),(-0.04205325066788215-2.963776804650223e-11j),(0.3787987061848313-1.5265202845876025e-10j),(-0.026464620887039627-1.0619013211401517e-10j),(0.05681114258076319-1.5761861715783942e-10j),(0.017428734893105625+2.5132360570254718e-11j),(-0.029741783150939123-2.255407485113831e-12j),(-0.058508472725451045-2.0772443065488186e-10j),(-0.3612159572011872+1.537705115964804e-10j),(-0.06121178916513087+1.3616532997302493e-10j),(0.0447875974994251-2.527522124911525e-11j)
DS-p,1e-11,35.0,35.0,10.1,20.2,0.0,51,(-0.0581651786885198-7.754637580427558e-11j),(-0.04297118621337357-2.9844431189463777e-11j),(0.3736296540565801-1.5408381956159834e-10j),(-0.02770580647966794-8.467676101454528e-11j),(0.058603255322077025-1.5839482110286158e-10j),(0.024101863033918543+2.5297798116321758e-11j),(-0.030644353800520916+5.141532379280905e-12j),(-0.0600735141616186-2.0637416621304626e-10j),(-0.37120262425877176+1.4381386391225764e-10j),(-0.06045660393390256+1.2808612866608606e-10j),(0.045430830424893195-2.686558094961816e-11j)
DS-p,1e-11,35.0,35.0,10.2,20.4,0.0,51,(-0.060009560296835796-8.813198681339826e-11j),(-0.04372665566528542-3.0267948247613887e-11j),(0.36807664263794476-1.568275859794412e-10j),(-0.02889917062646255-6.984364631230107e-11j),(0.06025707807925582-1.5992680415038715e-10j),(0.030252761428461887+2.7296361656464944e-11j),(-0.031497391636185444+1.1019918416969327e-11j),(-0.06160843949061331-1.9253733795531644e-10j),(-0.3809819280112097+1.5126220458956805e-10j),(-0.05970958979042726+1.1854775934328013e-10j),(0.04602472237869368-2.6295083155986525e-11j)
DS-p,1e-11,35.0,35.0,10.3,20.6,0.0,51,(-0.06175596555346976-1.0614890100431686e-10j),(-0.04432425219385683-3.2036818970439104e-11j),(0.362167497845235-1.5481495953037638e-10j),(-0.030038234130447386-5.3312678809324655e-11j),(0.061770466959224904-1.693975316316143e-10j),(0.03589212058354507+2.897443592527975e-11j),(-0.03230268874668787+1.8885354889661424e-11j),(-0.06310908144108204-1.927097176199448e-10j),(-0.3905589896836671+1.35978349058374e-10j),(-0.058970949369508925+1.0751689483062513e-10j),(0.04657151407655857-2.765704615530681e-11j)
DS-p,1e-11,35.0,35.0,10.4,20.8,0.0,51,(-0.06340737057955119-9.173109981322544e-11j),(-0.044769115611337576-3.0982971620647296e-11j),(0.3559286812171219-1.6309586026778362e-10j),(-0.031117456331336352-3.916865882500973e-11j),(0.0631420330470548-1.6311552633792403e-10j),(0.04103158807957459+2.8338095558012155e-11j),(-0.03306201408012437+2.168259562394791e-11j),(-0.06457139832942267-1.8547266938417097e-10j),(-0.39993882923356383+1.4223695744447833e-10j),(-0.05824084401587357+9.22291937652476e-11j),(0.04707336820887155-2.7947644268808975e-11j)
DS-p,1e-11,35.0,35.0,10.5,21.0,0.0,51,(-0.06496678944694959-1.0257419923071401e-10j),(-0.04506682651199042-3.247322092186162e-11j),(0.3493853196786604-1.591944298659391e-10j),(-0.03213218223550086-2.443923550159203e-11j),(0.06437109650773314-1.7308999661846616e-10j),(0.04568359680437046+3.129298175206991e-11j),(-0.03377710775601429+2.7153866796158703e-11j),(-0.0659915309981864-1.783559623132985e-10j),(-0.40912635639421535+1.3783257844106044e-10j),(-0.05751939905109657+8.74811535281204e-11j),(0.04753236905362459-2.8197276419628497e-11j)
DS-p,1e-11,35.0,35.0,10.6,21.2,0.0,51,(-0.06643725463588585-1.0652250475928544e-10j),(-0.045223311141402135-3.275589082941552e-11j),(0.3425612398257401-1.584558009557992e-10j),(-0.03307858635721793-1.432655542382659e-11j),(0.06545763866744958-1.7461636734831225e-10j),(0.049861210573117536+3.26858483867176e-11j),(-0.03444967629754667+2.998447144846325e-11j),(-0.06736584806412708-1.6920351006847338e-10j),(-0.41812636392388924+1.3362721011069242e-10j),(-0.05680670843978691+8.393046880686919e-11j),(0.04795052271368999-2.804555655370063e-11j)
DS-p,1e-11,35.0,35.0,10.7,21.4,0.0,51,(-0.06782180020134633-1.0502532774297096e-10j),(-0.045244756355131366-3.2869895617060984e-11j),(0.3354790060567474-1.614031840534097e-10j),(-0.033953614626318504-8.195789685738552e-12j),(0.06640225277800241-1.7527284198744968e-10j),(0.053577985937756166+3.615349081982748e-11j),(-0.0350813887690872+3.145057736825622e-11j),(-0.06869098088266087-1.5912843957538762e-10j),(-0.42694352310134426+1.2566420261466064e-10j),(-0.05610283893561491+8.595569651097255e-11j),(0.04832975792803286-2.7637855831325806e-11j)
DS-p,1e-11,35.0,35.0,10.8,21.6,0.0,51,(-0.06912344708592603-1.090453059415642e-10j),(-0.04513753412096881-3.3003738566415636e-11j),(0.3281599615341457-1.664548752019643e-10j),(-0.03475492557741955+7.393960190078553e-12j),(0.06720609426526032-1.7697230922159286e-10j),(0.056847848993562045+3.824239738720267e-11j),(-0.03567387365746569+3.605659990580111e-11j),(-0.0699638493074622-1.59207561503434e-10j),(-0.4355823809127703+1.3007193210313386e-10j),(-0.05540783373350679+6.563319510731152e-11j),(0.04867192729757626-2.8904452959742858e-11j)
DS-p,1e-11,35.0,35.0,10.9,21.8,0.0,51,(-0.07034519058013952-1.2091481341398746e-10j),(-0.04490813488005982-3.366632986865722e-11j),(0.32062427136681665-1.617155311915132e-10j),(-0.03548083172810418+1.3694815053528921e-11j),(0.06787083110599675-1.8401870673558607e-10j),(0.059684986063576355+3.798332793895673e-11j),(-0.03622871645341138+3.9175102195464346e-11j),(-0.07118167943474685-1.534076655117505e-10j),(-0.44404735882695995+1.2543591387873474e-10j),(-0.05472171567073176+6.824630046249967e-11j),(0.04897880887385685-2.9201659252256975e-11j)
DS-p,1e-11,35.0,35.0,11.0,22.0,0.0,51,(-0.0714899896439332-1.1001492451294803e-10j),(-0.04456310910294162-3.3275533338066603e-11j),(0.312890967290279-1.663751302283905e-10j),(-0.036130242004320856+2.412651274649651e-11j),(0.06839859489274619-1.8186845933673156e-10j),(0.062103747112972826+3.574293658467041e-11j),(-0.03674745781996396+4.235906609657873e-11j),(-0.07234201431247814-1.5421508026455572e-10j),(-0.4523427526326499+1.1714121174863793e-10j),(-0.05404449006266004+4.0572756664370475e-11j),(0.04925210795706729-3.0425642211270514e-11j)
DS-p,1e-11,35.0,35.0,11.1,22.2,0.0,51,(-0.07256075786087847-1.2245914262573894e-10j),(-0.04410901642715584-3.3687931068940874e-11j),(0.30497799340138076-1.740796042840603e-10j),(-0.0367026057213751+3.770611121577351e-11j),(0.0687919329964288-1.8638858578407948e-10j),(0.06411856086253297+4.2076852437999033e-11j),(-0.037231592296040915+4.300784546010724e-11j),(-0.07344271861627372-1.465949694473268e-10j),(-0.4604727333419031+1.139765986208572e-10j),(-0.05337614714006111+3.912752850197318e-11j),(0.04949345911423795-3.0294054281996256e-11j)
DS-p,1e-11,35.0,35.0,11.2,22.4,0.0,51,(-0.07356035586954762-1.223676617958355e-10j),(-0.043552381708182666-3.408945963254833e-11j),(0.29690225230480666-1.6458958278323988e-10j),(-0.03719785862823335+4.319479933060609e-11j),(0.06905376225377548-1.9292281386115487e-10j),(0.06574386053044325+4.0712019064843454e-11j),(-0.03768256744879834+4.489319622841037e-11j),(-0.07448197840699929-1.4512923816436992e-10j),(-0.4684413489704387+1.1574273640145567e-10j),(-0.05271666419725593+2.3766716366030662e-11j),(0.04970442833514527-3.0793216750607786e-11j)
DS-p,1e-11,35.0,35.0,11.3,22.6,0.0,51,(-0.07449158511529531-1.1921948029448218e-10j),(-0.04289965735592339-3.3448064686824456e-11j),(0.2886796513483091-1.6990142578248447e-10j),(-0.03761637151361053+5.0020989476704615e-11j),(0.06918732441843385-1.9105628784270322e-10j),(0.06699401930379825+4.212280625581484e-11j),(-0.03810178342727581+4.339331590298063e-11j),(-0.07545829652356226-1.3919784629162943e-10j),(-0.476252526796069+1.1270397491728558e-10j),(-0.05206600744645135+2.3482192371347667e-11j),(0.0498865152543715-3.091224869114125e-11j)
DS-p,1e-11,35.0,35.0,11.4,22.8,0.0,51,(-0.07535718284965759-1.2394168064872798e-10j),(-0.04215719138899523-3.3680903925183496e-11j),(0.2803251486715223-1.7608464833640383e-10j),(-0.03795890129381198+5.796955832198939e-11j),(0.06919614372415077-1.969536807968727e-10j),(0.06788329459408762+4.282344599689443e-11j),(-0.038490592857364496+4.420414499401417e-11j),(-0.0763704845431917-1.3691329163595686e-10j),(-0.4839100761812767+1.1005816365081151e-10j),(-0.051424133628186736+1.6704608983360324e-11j),(0.050041155435187085-3.107699553219751e-11j)
DS-p,1e-11,35.0,35.0,11.5,23.0,0.0,51,(-0.07615981806308578-1.2178329695461658e-10j),(-0.04133120062337612-3.350754208858022e-11j),(0.27185279854007677-1.6752684769551748e-10j),(-0.03822654511317842+6.603581761120611e-11j),(0.06908398659881407-1.9889216416546942e-10j),(0.06842578022070764+4.249034554223689e-11j),(-0.03885030101339189+4.459399733223884e-11j),(-0.07721765192315659-1.350918465601967e-10j),(-0.4914176917133352+1.0912521293176848e-10j),(-0.050790991399610824+2.4471298782145495e-11j),(0.05016972266639361-3.1131922760287555e-11j)
DS-p,1e-11,35.0,35.0,11.6,23.2,0.0,51,(-0.07690208838125309-1.250175207995184e-10j),(-0.04042774848090498-3.337543632489597e-11j),(0.26327579592282374-1.7622713205651184e-10j),(-0.03842069728103907+6.765808515978789e-11j),(0.06885482369908787-2.0292597717333137e-10j),(0.0686353657593687+4.370331487858889e-11j),(-0.0391821662517302+4.149128754390965e-11j),(-0.07799919300150143-1.2862121957108167e-10j),(-0.4987789566720519+1.1226461538587679e-10j),(-0.05016652251127622+2.5916707928096988e-11j),(0.050273531278361594-3.047985091589503e-11j)
